data_broker,model,prompting_strategy,combined_prompting_strategy,pattern_name,status,task_completion,classification_accuracy,explanation_accuracy,is_correct_classification,model_found,actual_found,verification
snov.io,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Creating Barriers,not found,,Correct,Correct,True,False,False,
snov.io,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Adding Steps,not found,,Correct,Correct,True,False,False,
snov.io,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Privacy Mazes,not found,,Correct,Correct,True,False,False,
webbula.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Creating Barriers,found,,Incorrect,Incorrect,False,True,False,
webbula.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Adding Steps,found,,Correct,Correct,True,True,True,
webbula.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Privacy Mazes,found,,Incorrect,Incorrect,False,True,False,
webbula.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Creating Barriers,not found,,Correct,Correct,True,False,False,
webbula.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Adding Steps,found,,Correct,Correct,True,True,True,
webbula.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Privacy Mazes,not found,,Correct,Correct,True,False,False,
rrd.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Creating Barriers,found,,Correct,Correct,True,True,True,
rrd.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Adding Steps,found,,Correct,Correct,True,True,True,
rrd.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Privacy Mazes,found,,Correct,Correct,True,True,True,
sabio.inc,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Creating Barriers,not found,,Correct,Correct,True,False,False,
sabio.inc,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Adding Steps,not found,,Correct,Correct,True,False,False,
sabio.inc,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Privacy Mazes,not found,,Correct,Correct,True,False,False,
sabio.inc,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Creating Barriers,not found,,Correct,Correct,True,False,False,
sabio.inc,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Adding Steps,not found,,Correct,Correct,True,False,False,
sabio.inc,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Privacy Mazes,not found,,Correct,Correct,True,False,False,
slashdotmedia.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'One earlier step timed out due to automation, not due to site-side verification; no CAPTCHA block beyond standard form CAPTCHA presence.'}"
slashdotmedia.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'One earlier step timed out due to automation, not due to site-side verification; no CAPTCHA block beyond standard form CAPTCHA presence.'}"
slashdotmedia.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'One earlier step timed out due to automation, not due to site-side verification; no CAPTCHA block beyond standard form CAPTCHA presence.'}"
searchpublicrecords.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': ""A Cloudflare verification widget ('Verify you are human') appears within the form; it did not block review and is a standard anti-bot measure.""}"
searchpublicrecords.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,found,,Incorrect,Incorrect,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': ""A Cloudflare verification widget ('Verify you are human') appears within the form; it did not block review and is a standard anti-bot measure.""}"
searchpublicrecords.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,found,,Incorrect,Incorrect,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': ""A Cloudflare verification widget ('Verify you are human') appears within the form; it did not block review and is a standard anti-bot measure.""}"
visitiq.io,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
visitiq.io,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,found,,Correct,Partial,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
visitiq.io,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
speedeondata.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
speedeondata.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
speedeondata.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
wunderkind.co,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'Encountered intermittent timeouts during extraction but pages remained accessible; no CAPTCHAs or access blocks.'}"
wunderkind.co,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'Encountered intermittent timeouts during extraction but pages remained accessible; no CAPTCHAs or access blocks.'}"
wunderkind.co,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'Encountered intermittent timeouts during extraction but pages remained accessible; no CAPTCHAs or access blocks.'}"
roq.ad,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No CAPTCHA or access gate encountered. Some extraction attempts timed out but were not due to site blocking.'}"
roq.ad,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No CAPTCHA or access gate encountered. Some extraction attempts timed out but were not due to site blocking.'}"
roq.ad,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No CAPTCHA or access gate encountered. Some extraction attempts timed out but were not due to site blocking.'}"
zetaglobal.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'One earlier attempt to programmatically navigate resolved to javascript:void(0); normal click navigation worked and no verification challenge was encountered.'}"
zetaglobal.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'One earlier attempt to programmatically navigate resolved to javascript:void(0); normal click navigation worked and no verification challenge was encountered.'}"
zetaglobal.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'One earlier attempt to programmatically navigate resolved to javascript:void(0); normal click navigation worked and no verification challenge was encountered.'}"
sbfe.org,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
sbfe.org,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
sbfe.org,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
webbula.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'CAPTCHA present on the form but did not block inspection; no submission attempted.'}"
webbula.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'CAPTCHA present on the form but did not block inspection; no submission attempted.'}"
webbula.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'CAPTCHA present on the form but did not block inspection; no submission attempted.'}"
snov.io,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': ""During attempts to open the 'Claim' page from the footer, the app.snov.io SPA initially loaded with a blank DOM and timeouts before later rendering the form. No CAPTCHA or explicit bot checks were encountered.""}"
snov.io,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': ""During attempts to open the 'Claim' page from the footer, the app.snov.io SPA initially loaded with a blank DOM and timeouts before later rendering the form. No CAPTCHA or explicit bot checks were encountered.""}"
snov.io,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,found,,Incorrect,Incorrect,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': ""During attempts to open the 'Claim' page from the footer, the app.snov.io SPA initially loaded with a blank DOM and timeouts before later rendering the form. No CAPTCHA or explicit bot checks were encountered.""}"
sheerid.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'A JavaScript evaluate attempt to inspect required attributes in the shadow DOM failed, but the UI visibly indicated required fields and navigation proceeded normally.'}"
sheerid.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'A JavaScript evaluate attempt to inspect required attributes in the shadow DOM failed, but the UI visibly indicated required fields and navigation proceeded normally.'}"
sheerid.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'A JavaScript evaluate attempt to inspect required attributes in the shadow DOM failed, but the UI visibly indicated required fields and navigation proceeded normally.'}"
rocketreach.co,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': True, 'static_html_findings': 'Policy content and removal form DOM inspected; no blocks encountered.', 'details': None}"
rocketreach.co,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': True, 'static_html_findings': 'Policy content and removal form DOM inspected; no blocks encountered.', 'details': None}"
rocketreach.co,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': True, 'static_html_findings': 'Policy content and removal form DOM inspected; no blocks encountered.', 'details': None}"
siteimpact.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'Privacy Policy content loads in a document viewer that hindered automated text extraction; however, the CCPA form page was fully accessible for evaluation.'}"
siteimpact.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,Incomplete,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'Privacy Policy content loads in a document viewer that hindered automated text extraction; however, the CCPA form page was fully accessible for evaluation.'}"
siteimpact.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,Incomplete,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'Privacy Policy content loads in a document viewer that hindered automated text extraction; however, the CCPA form page was fully accessible for evaluation.'}"
videoamp.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
videoamp.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
videoamp.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
viantinc.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,found,,Incorrect,Incorrect,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No bot checks or CAPTCHAs encountered.'}"
viantinc.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,found,,Incorrect,Incorrect,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No bot checks or CAPTCHAs encountered.'}"
viantinc.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No bot checks or CAPTCHAs encountered.'}"
semcasting.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No human-verification blocks encountered; some tool timeouts occurred but did not affect evidence collection.'}"
semcasting.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,found,,Correct,Partial,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No human-verification blocks encountered; some tool timeouts occurred but did not affect evidence collection.'}"
semcasting.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,found,,Incorrect,Incorrect,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No human-verification blocks encountered; some tool timeouts occurred but did not affect evidence collection.'}"
salutarydata.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
salutarydata.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
salutarydata.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
sabio.inc,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
sabio.inc,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
sabio.inc,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
samba.tv,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
samba.tv,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
samba.tv,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
winrdata.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
winrdata.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
winrdata.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
weinform.org,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
weinform.org,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
weinform.org,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
whitepages.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No CAPTCHAs or access blocks encountered; prior timeouts were tool-side and not due to site verification.'}"
whitepages.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No CAPTCHAs or access blocks encountered; prior timeouts were tool-side and not due to site verification.'}"
whitepages.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No CAPTCHAs or access blocks encountered; prior timeouts were tool-side and not due to site verification.'}"
socialgist.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No verification or security blocks encountered; earlier timeouts appeared to be automation delays rather than site defenses.'}"
socialgist.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No verification or security blocks encountered; earlier timeouts appeared to be automation delays rather than site defenses.'}"
socialgist.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No verification or security blocks encountered; earlier timeouts appeared to be automation delays rather than site defenses.'}"
sharelocalmedia.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'reCAPTCHA widget present on the form but did not block reviewing fields; no verification challenge encountered.'}"
sharelocalmedia.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'reCAPTCHA widget present on the form but did not block reviewing fields; no verification challenge encountered.'}"
sharelocalmedia.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'reCAPTCHA widget present on the form but did not block reviewing fields; no verification challenge encountered.'}"
similarweb.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
similarweb.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
similarweb.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
seamless.ai,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
seamless.ai,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,
