pattern_name,data_broker,time_stamp,status,file_path,is_successful,blocked,block_category
Adding Steps,magnite.com,20260203-111022,found,../../browser_history_output/magnite.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260203-111022,True,False,no_blocking
Privacy Mazes,magnite.com,20260203-111022,found,../../browser_history_output/magnite.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260203-111022,True,False,no_blocking
Conflicting Information,magnite.com,20260208-191720,not found,../../browser_history_output/magnite.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260208-191720,True,False,no_blocking
Information Without Context,magnite.com,20260208-191720,found,../../browser_history_output/magnite.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260208-191720,True,False,no_blocking
Forced Registration,magnite.com,20260208-191720,not found,../../browser_history_output/magnite.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260208-191720,True,False,no_blocking
Bad Defaults,magnite.com,20260208-191720,not found,../../browser_history_output/magnite.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260208-191720,True,False,no_blocking
Choice Overload,magnite.com,20260208-191720,found,../../browser_history_output/magnite.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260208-191720,True,False,no_blocking
Hidden Information,placeexchange.com,20260210-231309,not found,../../browser_history_output/placeexchange.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-231309,True,True,content_access_limitation
Visual Prominence,placeexchange.com,20260210-231309,not found,../../browser_history_output/placeexchange.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-231309,True,True,content_access_limitation
Feedforward Ambiguity,placeexchange.com,20260210-231309,not found,../../browser_history_output/placeexchange.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-231309,True,True,content_access_limitation
Hidden Information,greenwich.com,20260211-223040,found,../../browser_history_output/greenwich.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-223040,True,False,no_blocking
Visual Prominence,greenwich.com,20260211-223040,not found,../../browser_history_output/greenwich.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-223040,True,False,no_blocking
Feedforward Ambiguity,greenwich.com,20260211-223040,not found,../../browser_history_output/greenwich.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-223040,True,False,no_blocking
Dead Ends,greenwich.com,20260205-231202,not found,../../browser_history_output/greenwich.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-231202,True,False,no_blocking
Creating Barriers,greenwich.com,20260205-231202,not found,../../browser_history_output/greenwich.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-231202,True,False,no_blocking
Adding Steps,greenwich.com,20260205-231202,not found,../../browser_history_output/greenwich.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-231202,True,False,no_blocking
Privacy Mazes,greenwich.com,20260205-231202,not found,../../browser_history_output/greenwich.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-231202,True,False,no_blocking
Conflicting Information,greenwich.com,20260211-011812,not found,../../browser_history_output/greenwich.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-011812,True,False,no_blocking
Information Without Context,greenwich.com,20260211-011812,not found,../../browser_history_output/greenwich.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-011812,True,False,no_blocking
Forced Registration,greenwich.com,20260211-011812,not found,../../browser_history_output/greenwich.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-011812,True,False,no_blocking
Bad Defaults,greenwich.com,20260211-011812,not found,../../browser_history_output/greenwich.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-011812,True,False,no_blocking
Choice Overload,greenwich.com,20260211-011812,not found,../../browser_history_output/greenwich.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-011812,True,False,no_blocking
Hidden Information,finthrive.com,20260211-142556,found,../../browser_history_output/finthrive.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-142556,True,False,no_blocking
Visual Prominence,finthrive.com,20260211-142556,found,../../browser_history_output/finthrive.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-142556,True,False,no_blocking
Feedforward Ambiguity,finthrive.com,20260211-142556,not found,../../browser_history_output/finthrive.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-142556,True,False,no_blocking
Dead Ends,finthrive.com,20260205-184048,not found,../../browser_history_output/finthrive.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-184048,True,False,no_blocking
Creating Barriers,finthrive.com,20260205-184048,found,../../browser_history_output/finthrive.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-184048,True,False,no_blocking
Adding Steps,finthrive.com,20260205-184048,found,../../browser_history_output/finthrive.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-184048,True,False,no_blocking
Privacy Mazes,finthrive.com,20260205-184048,not found,../../browser_history_output/finthrive.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-184048,True,False,no_blocking
Conflicting Information,finthrive.com,20260210-205654,not found,../../browser_history_output/finthrive.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-205654,True,False,no_blocking
Information Without Context,finthrive.com,20260210-205654,not found,../../browser_history_output/finthrive.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-205654,True,False,no_blocking
Forced Registration,finthrive.com,20260210-205654,not found,../../browser_history_output/finthrive.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-205654,True,False,no_blocking
Bad Defaults,finthrive.com,20260210-205654,not found,../../browser_history_output/finthrive.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-205654,True,False,no_blocking
Choice Overload,finthrive.com,20260210-205654,not found,../../browser_history_output/finthrive.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-205654,True,False,no_blocking
Dead Ends,rayinsights.com,20260205-033748,not found,../../browser_history_output/rayinsights.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-033748,True,False,no_blocking
Creating Barriers,rayinsights.com,20260205-033748,not found,../../browser_history_output/rayinsights.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-033748,True,False,no_blocking
Adding Steps,rayinsights.com,20260205-033748,not found,../../browser_history_output/rayinsights.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-033748,True,False,no_blocking
Privacy Mazes,rayinsights.com,20260205-033748,found,../../browser_history_output/rayinsights.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-033748,True,False,no_blocking
Conflicting Information,rayinsights.com,20260209-154049,found,../../browser_history_output/rayinsights.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-154049,True,False,no_blocking
Information Without Context,rayinsights.com,20260209-154049,not found,../../browser_history_output/rayinsights.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-154049,True,False,no_blocking
Forced Registration,rayinsights.com,20260209-154049,not found,../../browser_history_output/rayinsights.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-154049,True,False,no_blocking
Bad Defaults,rayinsights.com,20260209-154049,not found,../../browser_history_output/rayinsights.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-154049,True,False,no_blocking
Choice Overload,rayinsights.com,20260209-154049,not found,../../browser_history_output/rayinsights.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-154049,True,False,no_blocking
Hidden Information,outwardmedia.com,20260210-213733,found,../../browser_history_output/outwardmedia.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-213733,True,False,no_blocking
Visual Prominence,outwardmedia.com,20260210-213733,not found,../../browser_history_output/outwardmedia.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-213733,True,False,no_blocking
Feedforward Ambiguity,outwardmedia.com,20260210-213733,not found,../../browser_history_output/outwardmedia.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-213733,True,False,no_blocking
Dead Ends,outwardmedia.com,20260204-012151,found,../../browser_history_output/outwardmedia.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-012151,True,False,no_blocking
Creating Barriers,outwardmedia.com,20260204-012151,found,../../browser_history_output/outwardmedia.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-012151,True,False,no_blocking
Adding Steps,outwardmedia.com,20260204-012151,not found,../../browser_history_output/outwardmedia.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-012151,True,False,no_blocking
Privacy Mazes,outwardmedia.com,20260204-012151,found,../../browser_history_output/outwardmedia.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-012151,True,False,no_blocking
Hidden Information,dataskip.io,20260213-174941,found,../../browser_history_output/dataskip.io/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-174941,True,False,no_blocking
Visual Prominence,dataskip.io,20260213-174941,found,../../browser_history_output/dataskip.io/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-174941,True,False,no_blocking
Feedforward Ambiguity,dataskip.io,20260213-174941,not found,../../browser_history_output/dataskip.io/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-174941,True,False,no_blocking
Dead Ends,dataskip.io,20260207-221323,not found,../../browser_history_output/dataskip.io/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-221323,True,False,no_blocking
Creating Barriers,dataskip.io,20260207-221323,not found,../../browser_history_output/dataskip.io/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-221323,True,False,no_blocking
Adding Steps,dataskip.io,20260207-221323,not found,../../browser_history_output/dataskip.io/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-221323,True,False,no_blocking
Privacy Mazes,dataskip.io,20260207-221323,not found,../../browser_history_output/dataskip.io/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-221323,True,False,no_blocking
Conflicting Information,dataskip.io,20260213-042957,not found,../../browser_history_output/dataskip.io/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-042957,True,False,no_blocking
Information Without Context,dataskip.io,20260213-042957,found,../../browser_history_output/dataskip.io/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-042957,True,False,no_blocking
Forced Registration,dataskip.io,20260213-042957,not found,../../browser_history_output/dataskip.io/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-042957,True,False,no_blocking
Bad Defaults,dataskip.io,20260213-042957,not found,../../browser_history_output/dataskip.io/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-042957,True,False,no_blocking
Choice Overload,dataskip.io,20260213-042957,not found,../../browser_history_output/dataskip.io/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-042957,True,False,no_blocking
Hidden Information,adstradata.com,20260212-175928,not found,../../browser_history_output/adstradata.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-175928,True,False,no_blocking
Visual Prominence,adstradata.com,20260212-175928,not found,../../browser_history_output/adstradata.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-175928,True,False,no_blocking
Feedforward Ambiguity,adstradata.com,20260212-175928,not found,../../browser_history_output/adstradata.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-175928,True,False,no_blocking
Dead Ends,adstradata.com,20260206-234259,not found,../../browser_history_output/adstradata.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260206-234259,True,False,no_blocking
Creating Barriers,adstradata.com,20260206-234259,not found,../../browser_history_output/adstradata.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260206-234259,True,False,no_blocking
Adding Steps,adstradata.com,20260206-234259,not found,../../browser_history_output/adstradata.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260206-234259,True,False,no_blocking
Privacy Mazes,adstradata.com,20260206-234259,not found,../../browser_history_output/adstradata.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260206-234259,True,False,no_blocking
Conflicting Information,adstradata.com,20260212-045324,not found,../../browser_history_output/adstradata.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-045324,True,False,no_blocking
Information Without Context,adstradata.com,20260212-045324,not found,../../browser_history_output/adstradata.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-045324,True,False,no_blocking
Forced Registration,adstradata.com,20260212-045324,not found,../../browser_history_output/adstradata.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-045324,True,False,no_blocking
Bad Defaults,adstradata.com,20260212-045324,not found,../../browser_history_output/adstradata.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-045324,True,False,no_blocking
Choice Overload,adstradata.com,20260212-045324,not found,../../browser_history_output/adstradata.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-045324,True,False,no_blocking
Hidden Information,focus-usa.com,20260211-152907,not found,../../browser_history_output/focus-usa.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-152907,True,False,no_blocking
Visual Prominence,focus-usa.com,20260211-152907,not found,../../browser_history_output/focus-usa.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-152907,True,False,no_blocking
Feedforward Ambiguity,focus-usa.com,20260211-152907,not found,../../browser_history_output/focus-usa.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-152907,True,False,no_blocking
Dead Ends,focus-usa.com,20260205-193434,not found,../../browser_history_output/focus-usa.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-193434,True,False,no_blocking
Creating Barriers,focus-usa.com,20260205-193434,found,../../browser_history_output/focus-usa.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-193434,True,False,no_blocking
Adding Steps,focus-usa.com,20260205-193434,not found,../../browser_history_output/focus-usa.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-193434,True,False,no_blocking
Privacy Mazes,focus-usa.com,20260205-193434,not found,../../browser_history_output/focus-usa.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-193434,True,False,no_blocking
Conflicting Information,focus-usa.com,20260210-215816,not found,../../browser_history_output/focus-usa.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-215816,True,False,no_blocking
Information Without Context,focus-usa.com,20260210-215816,not found,../../browser_history_output/focus-usa.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-215816,True,False,no_blocking
Forced Registration,focus-usa.com,20260210-215816,not found,../../browser_history_output/focus-usa.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-215816,True,False,no_blocking
Bad Defaults,focus-usa.com,20260210-215816,not found,../../browser_history_output/focus-usa.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-215816,True,False,no_blocking
Choice Overload,focus-usa.com,20260210-215816,not found,../../browser_history_output/focus-usa.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-215816,True,False,no_blocking
Hidden Information,lexisnexis.com,20260210-035706,not found,../../browser_history_output/lexisnexis.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-035706,True,False,no_blocking
Visual Prominence,lexisnexis.com,20260210-035706,not found,../../browser_history_output/lexisnexis.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-035706,True,False,no_blocking
Feedforward Ambiguity,lexisnexis.com,20260210-035706,not found,../../browser_history_output/lexisnexis.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-035706,True,False,no_blocking
Dead Ends,lexisnexis.com,20260204-222235,not found,../../browser_history_output/lexisnexis.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-222235,True,False,no_blocking
Creating Barriers,lexisnexis.com,20260204-222235,found,../../browser_history_output/lexisnexis.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-222235,True,False,no_blocking
Adding Steps,lexisnexis.com,20260204-222235,not found,../../browser_history_output/lexisnexis.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-222235,True,False,no_blocking
Privacy Mazes,lexisnexis.com,20260204-222235,found,../../browser_history_output/lexisnexis.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-222235,True,False,no_blocking
Conflicting Information,lexisnexis.com,20260210-074008,not found,../../browser_history_output/lexisnexis.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-074008,True,False,no_blocking
Information Without Context,lexisnexis.com,20260210-074008,not found,../../browser_history_output/lexisnexis.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-074008,True,False,no_blocking
Forced Registration,lexisnexis.com,20260210-074008,not found,../../browser_history_output/lexisnexis.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-074008,True,False,no_blocking
Bad Defaults,lexisnexis.com,20260210-074008,not found,../../browser_history_output/lexisnexis.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-074008,True,False,no_blocking
Choice Overload,lexisnexis.com,20260210-074008,not found,../../browser_history_output/lexisnexis.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-074008,True,False,no_blocking
Hidden Information,catalist.us,20260213-081013,not found,../../browser_history_output/catalist.us/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-081013,True,False,no_blocking
Visual Prominence,catalist.us,20260213-081013,not found,../../browser_history_output/catalist.us/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-081013,True,False,no_blocking
Feedforward Ambiguity,catalist.us,20260213-081013,not found,../../browser_history_output/catalist.us/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-081013,True,False,no_blocking
Dead Ends,catalist.us,20260207-114055,not found,../../browser_history_output/catalist.us/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-114055,True,False,no_blocking
Creating Barriers,catalist.us,20260207-114055,not found,../../browser_history_output/catalist.us/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-114055,True,False,no_blocking
Adding Steps,catalist.us,20260207-114055,not found,../../browser_history_output/catalist.us/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-114055,True,False,no_blocking
Privacy Mazes,catalist.us,20260207-114055,not found,../../browser_history_output/catalist.us/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-114055,True,False,no_blocking
Conflicting Information,catalist.us,20260212-183818,not found,../../browser_history_output/catalist.us/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-183818,True,False,no_blocking
Information Without Context,catalist.us,20260212-183818,not found,../../browser_history_output/catalist.us/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-183818,True,False,no_blocking
Forced Registration,catalist.us,20260212-183818,not found,../../browser_history_output/catalist.us/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-183818,True,False,no_blocking
Bad Defaults,catalist.us,20260212-183818,not found,../../browser_history_output/catalist.us/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-183818,True,False,no_blocking
Choice Overload,catalist.us,20260212-183818,not found,../../browser_history_output/catalist.us/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-183818,True,False,no_blocking
Hidden Information,disqus.com,20260213-232358,not found,../../browser_history_output/disqus.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-232358,True,False,no_blocking
Visual Prominence,disqus.com,20260213-232358,not found,../../browser_history_output/disqus.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-232358,True,False,no_blocking
Feedforward Ambiguity,disqus.com,20260213-232358,not found,../../browser_history_output/disqus.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-232358,True,False,no_blocking
Dead Ends,disqus.com,20260208-041421,not found,../../browser_history_output/disqus.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260208-041421,True,False,no_blocking
Creating Barriers,disqus.com,20260208-041421,found,../../browser_history_output/disqus.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260208-041421,True,False,no_blocking
Adding Steps,disqus.com,20260208-041421,not found,../../browser_history_output/disqus.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260208-041421,True,False,no_blocking
Privacy Mazes,disqus.com,20260208-041421,found,../../browser_history_output/disqus.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260208-041421,True,False,no_blocking
Conflicting Information,disqus.com,20260213-101308,not found,../../browser_history_output/disqus.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-101308,True,False,no_blocking
Information Without Context,disqus.com,20260213-101308,not found,../../browser_history_output/disqus.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-101308,True,False,no_blocking
Forced Registration,disqus.com,20260213-101308,not found,../../browser_history_output/disqus.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-101308,True,False,no_blocking
Bad Defaults,disqus.com,20260213-101308,not found,../../browser_history_output/disqus.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-101308,True,False,no_blocking
Choice Overload,disqus.com,20260213-101308,not found,../../browser_history_output/disqus.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-101308,True,False,no_blocking
Hidden Information,datadelivers.com,20260213-170230,found,../../browser_history_output/datadelivers.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-170230,True,False,no_blocking
Visual Prominence,datadelivers.com,20260213-170230,found,../../browser_history_output/datadelivers.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-170230,True,False,no_blocking
Feedforward Ambiguity,datadelivers.com,20260213-170230,found,../../browser_history_output/datadelivers.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-170230,True,False,no_blocking
Dead Ends,datadelivers.com,20260207-214633,not found,../../browser_history_output/datadelivers.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-214633,True,False,no_blocking
Creating Barriers,datadelivers.com,20260207-214633,found,../../browser_history_output/datadelivers.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-214633,True,False,no_blocking
Adding Steps,datadelivers.com,20260207-214633,not found,../../browser_history_output/datadelivers.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-214633,True,False,no_blocking
Privacy Mazes,datadelivers.com,20260207-214633,not found,../../browser_history_output/datadelivers.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-214633,True,False,no_blocking
Conflicting Information,datadelivers.com,20260213-033604,not found,../../browser_history_output/datadelivers.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-033604,True,True,automation_instability
Information Without Context,datadelivers.com,20260213-033604,found,../../browser_history_output/datadelivers.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-033604,True,True,automation_instability
Forced Registration,datadelivers.com,20260213-033604,not found,../../browser_history_output/datadelivers.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-033604,True,True,automation_instability
Bad Defaults,datadelivers.com,20260213-033604,not found,../../browser_history_output/datadelivers.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-033604,True,True,automation_instability
Choice Overload,datadelivers.com,20260213-033604,not found,../../browser_history_output/datadelivers.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-033604,True,True,automation_instability
Hidden Information,brandwatch.com,20260213-050058,not found,../../browser_history_output/brandwatch.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-050058,True,False,no_blocking
Visual Prominence,brandwatch.com,20260213-050058,not found,../../browser_history_output/brandwatch.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-050058,True,False,no_blocking
Feedforward Ambiguity,brandwatch.com,20260213-050058,not found,../../browser_history_output/brandwatch.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-050058,True,False,no_blocking
Dead Ends,brandwatch.com,20260207-082801,not found,../../browser_history_output/brandwatch.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-082801,True,False,no_blocking
Creating Barriers,brandwatch.com,20260207-082801,found,../../browser_history_output/brandwatch.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-082801,True,False,no_blocking
Adding Steps,brandwatch.com,20260207-082801,not found,../../browser_history_output/brandwatch.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-082801,True,False,no_blocking
Privacy Mazes,brandwatch.com,20260207-082801,not found,../../browser_history_output/brandwatch.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-082801,True,False,no_blocking
Conflicting Information,brandwatch.com,20260212-155601,not found,../../browser_history_output/brandwatch.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-155601,True,False,no_blocking
Information Without Context,brandwatch.com,20260212-155601,not found,../../browser_history_output/brandwatch.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-155601,True,False,no_blocking
Forced Registration,brandwatch.com,20260212-155601,not found,../../browser_history_output/brandwatch.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-155601,True,False,no_blocking
Bad Defaults,brandwatch.com,20260212-155601,not found,../../browser_history_output/brandwatch.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-155601,True,False,no_blocking
Choice Overload,brandwatch.com,20260212-155601,not found,../../browser_history_output/brandwatch.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-155601,True,False,no_blocking
Hidden Information,leadpost.com,20260210-024310,not found,../../browser_history_output/leadpost.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-024310,True,False,no_blocking
Visual Prominence,leadpost.com,20260210-024310,not found,../../browser_history_output/leadpost.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-024310,True,False,no_blocking
Feedforward Ambiguity,leadpost.com,20260210-024310,found,../../browser_history_output/leadpost.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-024310,True,False,no_blocking
Dead Ends,leadpost.com,20260204-204143,not found,../../browser_history_output/leadpost.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-204143,True,False,no_blocking
Creating Barriers,leadpost.com,20260204-204143,found,../../browser_history_output/leadpost.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-204143,True,False,no_blocking
Adding Steps,leadpost.com,20260204-204143,not found,../../browser_history_output/leadpost.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-204143,True,False,no_blocking
Privacy Mazes,leadpost.com,20260204-204143,not found,../../browser_history_output/leadpost.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-204143,True,False,no_blocking
Conflicting Information,leadpost.com,20260210-070050,found,../../browser_history_output/leadpost.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-070050,True,False,no_blocking
Information Without Context,leadpost.com,20260210-070050,found,../../browser_history_output/leadpost.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-070050,True,False,no_blocking
Forced Registration,leadpost.com,20260210-070050,not found,../../browser_history_output/leadpost.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-070050,True,False,no_blocking
Bad Defaults,leadpost.com,20260210-070050,not found,../../browser_history_output/leadpost.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-070050,True,False,no_blocking
Choice Overload,leadpost.com,20260210-070050,not found,../../browser_history_output/leadpost.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-070050,True,False,no_blocking
Hidden Information,careerbuilder.com,20260213-072304,found,../../browser_history_output/careerbuilder.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-072304,True,False,no_blocking
Visual Prominence,careerbuilder.com,20260213-072304,not found,../../browser_history_output/careerbuilder.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-072304,True,False,no_blocking
